1,2020-12-16,1
2,2020-07-01,2
3,2021-01-02,3
4,2020-08-23,4
5,2020-12-09,5
6,2020-10-05,6
7,2021-01-05,7
8,2020-10-04,8
9,2020-04-26,9
10,2020-12-21,10
11,2020-09-08,11
12,2020-06-07,12
13,2020-08-08,13
14,2020-04-19,14
15,2020-07-18,15
16,2020-06-09,16
17,2020-06-06,17
18,2020-11-26,18
19,2020-10-08,19
20,2020-08-17,20
21,2020-11-02,21
22,2020-05-14,22
23,2020-12-29,23
24,2020-08-03,24
25,2020-08-04,25
26,2020-05-07,26
27,2020-09-01,27
28,2020-05-25,28
29,2021-03-23,29
30,2020-11-02,30
31,2020-10-02,31
32,2021-04-06,32
33,2021-04-11,33
34,2021-01-07,34
35,2020-06-04,35
36,2020-05-15,36
37,2021-01-02,37
38,2020-09-03,38
39,2021-04-07,39
40,2020-04-27,40
41,2021-01-04,41
42,2020-06-14,42
43,2020-11-26,43
44,2020-07-19,44
45,2021-01-18,45
46,2020-10-20,46
47,2021-02-26,47
48,2021-03-07,48
49,2020-10-02,49
50,2020-12-25,50
51,2020-07-19,51
52,2020-04-24,52
53,2021-03-24,53
54,2021-01-11,54
55,2021-04-03,55
56,2020-05-17,56
57,2021-03-18,57
58,2020-12-10,58
59,2020-10-20,59
60,2020-09-12,60
61,2020-12-20,61
62,2020-10-24,62
63,2020-11-25,63
64,2020-08-18,64
65,2020-09-19,65
66,2020-12-30,66
67,2020-09-19,67
68,2020-06-18,68
69,2020-06-10,69
70,2020-10-08,70
71,2020-09-11,71
72,2021-02-01,72
73,2020-05-22,73
74,2020-08-04,74
75,2020-12-05,75
76,2021-01-12,76
77,2020-11-12,77
78,2021-03-10,78
79,2021-01-23,79
80,2020-10-10,80
81,2020-12-28,81
82,2021-03-17,82
83,2020-11-11,83
84,2021-03-09,84
85,2020-07-02,85
86,2020-10-27,86
87,2021-03-14,87
88,2020-10-18,88
89,2020-07-05,89
90,2020-06-24,90
91,2020-06-06,91
92,2021-04-07,92
93,2020-08-26,93
94,2020-07-21,94
95,2021-03-03,95
96,2020-09-30,96
97,2020-05-11,97
98,2020-07-13,98
99,2020-10-10,99
100,2021-02-08,100
101,2020-05-08,101
102,2020-10-10,102
103,2020-12-10,103
104,2021-03-23,104
105,2021-02-28,105
106,2021-03-19,106
107,2021-04-06,107
108,2020-12-04,108
109,2021-01-23,109
110,2020-10-17,110
111,2021-01-22,111
112,2021-01-13,112
